,name,figi,ticker,class_code
1405,Nasdaq,BBG000F5VVB6,NDAQ,SPBXM
1406,Osmotica Pharmaceuticals,BBG00LZQJPW6,OSMT,OSMT
1407,Allogene Therapeutics Inc,BBG00KHRRDX3,ALLO,SPBXM
1408,Adidas,BBG000FR1RP5,ADS@DE,SPBDE
1409,ГДР En+ Group,BBG00J5LMW10,ENPL,TQBR
1410,Sudzucker,BBG000BCBT22,SZU,SZU
1411,A. O. Smith Corporation,BBG000BC1L02,AOS,SPBXM
1412,IPO Тинькофф ЖК Luzhniki Collection 3,LUZHNIKICOL3,LUZHNIKICOL3,LUZHNIKICOL3
1413,VEON,BBG00R4Z2NT4,VEON-RX,TQBR
1414,Impala Platinum Holdings Ltd,BBG000BSQJJ5,IMPUY,IMPUY
1415,Costamare Inc,BBG0017WYCC2,CMRE,CMRE
1416,Avery Dennison,BBG000BCQ4P6,AVY,SPBXM
1417,B Riley Financial,BBG000RTNP69,RILY,RILY
1418,Alpine Immune Sciences,BBG001J2LL66,ALPN,ALPN
1419,TeamViewer AG,BBG00Q79ZD62,TMV,TMV
1420,АДР Koninklijke Philips,BBG000BR4QW0,PHG,PHG
1421,Sinopharm Group,BBG000VWV3Z5,1099,SPBHKEX
1422,Chubb,BBG000BR14K5,CB,SPBXM
1423,Natus Medical Inc,BBG000DPZHS3,NTUS,SPBXM
1424,Rocket Internet SE,BBG0073DKD92,RKET,xetra
1425,Elastic NV,BBG00LWZDYB9,ESTC,SPBXM
1426,Teradyne Inc,US8807701029,US8807701029,SPBXM_OTC
1427,MSD Acquisition Corp,BBG00ZDR6KD3,MSDA,MSDA
1428,Cryoport,BBG000PNTXP0,CYRX,SPBXM
1429,Block,BBG0018SLC07,SQ,SPBXM
1430,Vislink Technologies,BBG001WQRP45,VISL,VISL
1431,Ball Corporation,US0584981064,US0584981064,SPBXM_OTC
1432,Universal Display Corp,BBG000BLRP41,OLED,SPBXM
1433,MSG Networks Inc,BBG000NS03H7,MSGN,SPBXM
1434,Summit Materials Inc,BBG006K8P6D1,SUM,SUM
1435,Iridium Communications Inc,US46269C1027,US46269C1027,SPBXM_OTC
1436,DaVita HealthCare Partners,BBG000MQ1SN9,DVA,SPBXM
1437,Meritage Homes Corp,US59001A1025,US59001A1025,SPBXM_OTC
1438,"Vista Oil & Gas, S.A.B. de C.V.",BBG00PMMBQS1,VIST,VIST
1439,Societal CDMO,BBG005H82125,SCTL,SCTL
1440,Copart Inc,US2172041061,US2172041061,SPBXM_OTC
1441,1-800-Flowers.com Inc,BBG000BBR9P6,FLWS,SPBXM
1442,AZZ,BBG000F83JZ2,AZZ,AZZ
1443,Ormat Technologies,BBG000Q5BQ63,ORA,SPBXM
1444,BMC Stock Holdings Inc,BBG004PQN2M2,BMCH,SPBXM
1445,Signature Bank,US82669G1040,US82669G1040,SPBXM_OTC
1446,Copart Inc,BBG000BM9RH1,CPRT,SPBXM
1447,89bio,BBG00QKDZ8J5,ETNB,ETNB
1448,PIMCO Funds: Global Investors,PINEEHA00000,PINEEHA,PINEEHA
1449,Cronos Group Inc,BBG00D1PMS80,CRON,CRON
1450,Scientific Games,BBG00JR5MM31,SGMS,SGMS
1451,Marriott Vacations Worldwide Corporation,US57164Y1073,US57164Y1073,SPBXM_OTC
1452,Alector,US0144421072,US0144421072,SPBXM_OTC
1453,Carlisle Companies Incorporated,BBG000BGGBT8,CSL,SPBXM
1454,Itron Inc,US4657411066,US4657411066,SPBXM_OTC
1455,Cinemark Holdings Inc,US17243V1026,US17243V1026,SPBXM_OTC
1456,Jones Lang LaSalle Inc,BBG000C2L2L0,JLL,SPBXM
1457,АДР PLDT Inc,BBG000BB8KT8,PHI,PHI
1458,Ferrari N.V.,BBG009PH3Q86,RACE,SPBXM
1459,"DSP Group, Inc.",BBG000BGMCG3,DSPG,DSPG
1460,"Blade Air Mobility, Inc.",BBG00Q3Q29N4,BLDE,BLDE
1461,China Mengniu Dairy,BBG000PXTGY5,2319,SPBHKEX
1462,Affirm Holdings,BBG00Y7BP8Y1,AFRM,SPBXM
1463,SoFi Technologies,US83406F1021,US83406F1021,SPBXM_OTC
1464,Agile Therapeutics,BBG000PZHFB0,AGRX,AGRX
1465,Bluerock Homes Trust REIT,BBG0146YWXC8,BHM,BHM
1466,Mativ Holdings,BBG000C3CWZ7,MATV,SPBXM
1467,Arvinas Inc,US04335A1051,US04335A1051,SPBXM_OTC
1468,Beyond Meat Inc,US08862E1091,US08862E1091,SPBXM_OTC
1469,Cannabics Pharmaceuticals Inc,BBG000Q3RR87,CNBX,CNBX
1470,Passage Bio Inc,BBG00NBK4XF9,PASG,PASG
1471,Energias de Portugal,BBG000CWDH03,EDP,EDP
1472,Codexis,BBG000RN0GZ5,CDXS,CDXS
1473,АДР SAP,US8030542042,US8030542042,SPBXM_OTC
1474,Fisker,US33813J1060,US33813J1060,SPBXM_OTC
1475,"Outset Medical, Inc.",BBG0026ZJTQ9,OM,OM
1476,DigitalOcean Holdings,US25402D1028,US25402D1028,SPBXM_OTC
1477,Eastman Chemical Company,US2774321002,US2774321002,SPBXM_OTC
1478,Under Armour (C),US9043112062,US9043112062,SPBXM_OTC
1479,Deckers Outdoor Corp,BBG000BKXYX5,DECK,SPBXM
1480,Aytu BioScience Inc,TCS000VC2PT9,AYTUold,AYTUold
1481,АДР Empresa Distribuidora y Comercializadora Norte,BBG000PMM892,EDN,EDN
1482,Московская Биржа,TCS10A0JR4A1,MOEX,SPEQ
1483,"Virtu Financial, Inc.",US9282541013,US9282541013,SPBXM_OTC
1484,Neogen Corp,US6404911066,US6404911066,SPBXM_OTC
1485,M/I Homes Inc,US55305B1017,US55305B1017,SPBXM_OTC
1486,Uxin Ltd,TCS00L1HXR44,UXIN_old,UXIN_old
1487,Atkore International Group Inc,US0476491081,US0476491081,SPBXM_OTC
1488,Magellan Health Inc,BBG000BD6DD9,MGLN,SPBXM
1489,Automatic Data Processing,BBG000JG0547,ADP,SPBXM
1490,New York Times,BBG000FFC0B3,NYT,SPBXM
1491,Legacy Housing Corp,BBG00MJDR6J9,LEGH,SPBXM
1492,Kopin Corporation,US5006001011,US5006001011,SPBXM_OTC
1493,NetEase Inc,US64110W1027,US64110W1027,SPBXM_OTC
1494,CarParts.com,US14427M1071,US14427M1071,SPBXM_OTC
1495,Mirum Pharmaceuticals,BBG00MH7T2M7,MIRM,MIRM
1496,Stanley Black & Decker,BBG000BTQR96,SWK,SPBXM
1497,Morgan Stanley,BBG000BLZRJ2,MS,SPBXM
1498,ОМЗ (Группа Уралмаш-Ижора) - привилегированные акции,BBG000CV9JM2,OMZZP,TQBR
1499,10X Genomics Inc,US88025U1097,US88025U1097,SPBXM_OTC
1500,Alpha and Omega Semiconductor,BMG6331P1041,BMG6331P1041,SPBXM_OTC
1501,Mosaic,BBG000BFXHL6,MOS,SPBXM
1502,Casella Waste Systems,BBG000BT0J38,CWST,SPBXM
1503,Apartment Income REIT,US03750L1098,US03750L1098,SPBXM_OTC
1504,ResMed Inc,BBG000L4M7F1,RMD,SPBXM
1505,Ozon Holdings PLC,TCS4269L1044,OZON,SPEQ
1506,EPAM Systems,US29414B1044,US29414B1044,SPBXM_OTC
1507,"Sunworks, Inc.",BBG000MG0XL3,SUNW,SUNW
1508,LIthia Motors Inc,US5367971034,US5367971034,SPBXM_OTC
1509,FARO Technologies Inc,BBG000BJD7C2,FARO,SPBXM
1510,Белон,BBG000VQWH86,BLNG,TQBR
1511,Everbridge Inc,BBG0022FMPD5,EVBG,SPBXM
1512,Oramed Pharmaceuticals,BBG000LRYR36,ORMP,SPBXM
1513,PCSB Financial Corp,BBG00FY94WC1,PCSB,PCSB
1514,YRC Worldwide,BBG000BX6PW7,YELL,nasdaq
1515,ProQR Therapeutics,BBG006N8B830,PRQR,PRQR
1516,Deutsche Telekom AG,DE0005557508,DE0005557508,SPBXM_OTC
1517,Guardant Health Inc,US40131M1099,US40131M1099,SPBXM_OTC
1518,PBF Energy Inc,US69318G1067,US69318G1067,SPBXM_OTC
1519,Children's Place Inc The,US1689051076,US1689051076,SPBXM_OTC
1520,Futu Holdings Limited,BBG00MYXW4R8,US36118L1061,FUTU
1521,Warner Bros. Discovery,US9344231041,US9344231041,SPBXM_OTC
1522,Донской завод радиодеталей - привилегированные акции,BBG001CPLZX1,DZRDP,TQBR
1523,Nevro,BBG001K61W36,NVRO,SPBXM
1524,Masimo Corporation,BBG000C3W281,MASI,SPBXM
1525,Abercrombie & Fitch,BBG000H9G7X2,ANF,SPBXM
1526,ONE Gas,BBG004WQKD07,OGS,SPBXM
1527,ESCO Technologies Inc.,US2963151046,US2963151046,SPBXM_OTC
1528,Graco,BBG000BK9W84,GGG,SPBXM
1529,Riskified,BBG011P2TCH8,RSKD,SPBXM
1530,China Vanke,BBG006KY4KF4,2202,SPBHKEX
1531,Bayerische Motoren Werke AG,DE0005190003,DE0005190003,SPBXM_OTC
1532,Akbank Turk AS,BBG000P5YMN9,AKBTY,otcus
1533,Сбер Банк,TCS109029540,SBER,SPEQ
1534,IDEXX,BBG000BLRT07,IDXX,SPBXM
1535,First Solar,BBG000BFL116,FSLR,SPBXM
1536,CMC Materials,BBG000BP3NW2,CCMP,SPBXM
1537,"Coursera, Inc.",BBG002WLDMW5,COUR,SPBXM
1538,Yext Inc,BBG001MKZGY7,YEXT,SPBXM
1539,WD-40 Co,BBG000BWNV93,WDFC,SPBXM
1540,Plug Power Inc,BBG000C1XSP8,PLUG,SPBXM
1541,Kyndryl Holdings,BBG012W99DN6,KD,SPBXM
1542,Adeia,BBG00RBFBL50,ADEA,ADEA
1543,Columbia Banking System,BBG000CTGXS2,COLB,SPBXM
1544,Intercontinental Exchange,US45866F1049,US45866F1049,SPBXM_OTC
1545,Hapag-Lloyd AG,BBG00B3Y0LM6,HLAG,HLAG
1546,Generation Bio Co,BBG00K698K88,GBIO,GBIO
1547,Autohome,BBG00ZHT7FY2,2518,SPBHKEX
1548,West Pharmaceutical Services I,BBG000BX24N8,WST,SPBXM
1549,United Therapeutics Corp,BBG000BV4XJ1,UTHR,SPBXM
1550,IPG,US4606901001,US4606901001,SPBXM_OTC
1551,L3 Technologies,BBG000BMDZF0,LLL,SPBXM
1552,H World Group,US44332N1063,US44332N1063,SPBXM_OTC
1553,Covestro AG,BBG00DW0PN34,1COV@DE,SPBDE
1554,E.ON SE,DE000ENAG999,DE000ENAG999,SPBXM_OTC
1555,Pennant Group Inc,BBG00P33SY72,PNTG,SPBXM
1556,City Holding Company,US1778351056,US1778351056,SPBXM_OTC
1557,Fluor,BBG000BB1TH9,FLR,SPBXM
1558,PDL BioPharma,BBG000CPZ0F5,PDLI,PDLI
1559,Viela Bio,BBG00K6P5XM1,VIE,SPBXM
1560,Playtika Holding Corp.,US72815L1070,US72815L1070,SPBXM_OTC
1561,County Bancorp Inc,BBG007HZBBT0,ICBK,nasdaq
1562,Самараэнерго - привилегированные акции,BBG000NLDYT7,SAGOP,TQBR
1563,Ocean Power Technologies Inc,BBG000RKMB42,OPTT,OPTT
1564,FleetCor Technologies Inc,BBG000GPXKX9,FLT,SPBXM
1565,Chubb,CH0044328745,CH0044328745,SPBXM_OTC
1566,Kosmos Energy,BBG000L2Q7C4,KOS,KOS
1567,Dorian LPG Ltd,BBG006476H39,LPG,LPG
1568,US Concrete Inc,BBG0015S0P31,USCR,USCR
1569,Portland General Electric,US7365088472,US7365088472,SPBXM_OTC
1570,Mobile Mini Inc,BBG000BGTX98,MINI,SPBXM
1571,Pediatrix Medical Group,BBG000H8LGK2,MD,SPBXM
1572,Juniper Networks,US48203R1041,US48203R1041,SPBXM_OTC
1573,Medtronic,IE00BTN1Y115,IE00BTN1Y115,SPBXM_OTC
1574,M.D.C. Holdings,BBG000BNTTY4,MDC,SPBXM
1575,NV5 Global Inc,BBG005BT60Y8,NVEE,SPBXM
1576,Electronic Arts,US2855121099,US2855121099,SPBXM_OTC
1577,Tenneco Inc,BBG000BJB6R0,TEN,TEN
1578,Manchester United Plc,BBG0035WV4N9,MANU,SPBXM
1579,Kite Realty Group REIT,US49803T3005,US49803T3005,SPBXM_OTC
1580,Establishment Labs Holdings Inc.,BBG00L8R3CR6,ESTA,ESTA
1581,Upbound Group,BBG000BHQJX3,UPBD,SPBXM
1582,ReWalk Robotics,BBG006SYKFN0,RWLK,RWLK
1583,SPAC Concord Acquisition,BBG00XZYPQ36,CND,CND
1584,Acacia Communications Inc,BBG00359HX70,ACIA,SPBXM
1585,GrafTech International Ltd,US3843135084,US3843135084,SPBXM_OTC
1586,Frontier Communications,BBG000FH5YM1,FTR,SPBOTC
1587,Eastman Chemical Company,BBG000BLW530,EMN,SPBXM
1588,Intelsat SA,BBG002ZY3W71,INTEQ,INTEQ
1589,Graphic Packaging Holding Company,BBG000GQ7K93,GPK,SPBXM
1590,Delivery Hero SE,DE000A2E4K43,DE000A2E4K43,SPBXM_OTC
1591,Honda Motor Co Ltd,BBG000BL6B45,HMC,nyse
1592,Zillow Group Inc,US98954M2008,US98954M2008,SPBXM_OTC
1593,Kering SA,BBG000MH8HP4,PPRUY,otcus
1594,China Mobile,BBG000941941,941 HK,941 HK
1595,NagaCorp,BBG000R8LD55,N9J,N9J
1596,Wyndham Hotels & Resorts,US98311A1051,US98311A1051,SPBXM_OTC
1597,Vonage Holdings Corp,BBG000BRB5D9,VG,SPBXM
1598,VMware,BBG000BC9938,VMW,SPBXM
1599,Kraft Heinz,US5007541064,US5007541064,SPBXM_OTC
1600,FirstCash,US33768G1076,US33768G1076,SPBXM_OTC
1601,YETI Holdings Inc,BBG00D8JC882,YETI,SPBXM
1602,Heritage-Crystal Clean Inc,BBG000CCFB17,HCCI,SPBXM
1603,Fresh Tracks Therapeutics,BBG000BGN354,FRTX,FRTX
1604,N-able,BBG00YJKWXD8,NABL,SPBXM
1605,HeadHunter Group PLC,BBG00KHGQ0H4,HHR,SPBXM
1606,Thor Industries Inc,US8851601018,US8851601018,SPBXM_OTC
1607,Graham Holdings Co,US3846371041,US3846371041,SPBXM_OTC
1608,Uranium Energy Corp,BBG000LCK3Q2,UEC,SPBXM
1609,Zentalis Pharmaceuticals,BBG00R2K8TF5,ZNTL,SPBXM
1610,Akari Therapeutics PLC,BBG003PMV495,AKTX,nasdaq
1611,Arrow Electronics Inc,BBG000BCD3D5,ARW,SPBXM
1612,China Resources Land,BBG000HPNDX5,1109,SPBHKEX
1613,AST SpaceMobile,US00217D1000,US00217D1000,SPBXM_OTC
1614,Borussia Dortmund GmbH & Co KG,DE0005493092,DE0005493092,SPBXM_OTC
1615,PubMatic,US74467Q1031,US74467Q1031,SPBXM_OTC
1616,FirstCash,BBG0145KL747,FCFS,SPBXM
1617,Красный Октябрь - привилегированные акции,BBG000NLB601,KROTP,TQBR
1618,Rimini Street,BBG008W23T50,RMNI,RMNI
1619,Avanti Acquisition Corp,BBG00XV5CPJ2,AVAN US,AVAN US
1620,Workday Inc,BBG000VC0T95,WDAY,SPBXM
1621,Focus Financial Partners Inc,BBG00L0YTFN8,FOCS,SPBXM
1622,Archer-Daniels-Midland Company,BBG000BB6WG8,ADM,SPBXM
1623,Cognyte Software Ltd.,IL0011691438,IL0011691438,SPBXM_OTC
1624,CannTrust Holdings Inc,BBG00HK2H4W3,CNTTQ,CNTTQ
1625,AIA Group,BBG0016XR1Q8,1299,SPBHKEX
1626,Jazz Pharmaceuticals PLC,BBG000G9CGL0,JAZZ,JAZZ
1627,Net 1 UEPS Technologies Inc,BBG000BXYSR6,UEPS,UEPS
1628,Booz Allen Hamilton,US0995021062,US0995021062,SPBXM_OTC
1629,Dynatrace Inc,US2681501092,US2681501092,SPBXM_OTC
1630,Weibo Corporation,US9485961018,US9485961018,SPBXM_OTC
1631,Prudential Financial,US7443201022,US7443201022,SPBXM_OTC
1632,Novatek PJSC,BBG000QY6FL3,NVTK@GS,SPBXM
1633,Rio Tinto,US7672041008,US7672041008,SPBXM_OTC
1634,ADR P.T. Telekomunikasi Indonesia,BBG000FS2KR5,TLK,TLK
1635,Sunnova Energy International,US86745K1043,US86745K1043,SPBXM_OTC
1636,Gap,BBG000BKLH74,GPS,SPBXM
1637,Pool Corp,US73278L1052,US73278L1052,SPBXM_OTC
1638,Rayonier REIT,BBG000BG7L34,RYN,SPBXM
1639,Cogent Communications,US19239V3024,US19239V3024,SPBXM_OTC
1640,Independence REIT,BBG004Q00KS7,IRT,IRT
1641,Vornado REIT,US9290421091,US9290421091,SPBXM_OTC
1642,Haverty Furniture Cos Inc,BBG000FVBPJ6,HVT,HVT
1643,Under Armour (C),BBG009DTD8H2,UA,SPBXM
1644,Evonik Industries AG,DE000EVNK013,DE000EVNK013,SPBXM_OTC
1645,Koss Corporation,BBG000BMXYW2,KOSS,KOSS
1646,Diodes Inc,US2545431015,US2545431015,SPBXM_OTC
1647,Hub Group Inc,US4433201062,US4433201062,SPBXM_OTC
1648,Hua Hong Semiconductor,BBG0078Q6BC4,1347,SPBHKEX
1649,Hochtief AG,DE0006070006,DE0006070006,SPBXM_OTC
1650,Inari Medical Inc,US45332Y1091,US45332Y1091,SPBXM_OTC
1651,TTM Technologies Inc,US87305R1095,US87305R1095,SPBXM_OTC
1652,Exxon Mobil Corporation,BBG000GZQ728,XOM,SPBXM
1653,Positive Technologies,TCS10A103X66,POSI,PSSU
1654,Embecta,BBG014L7D4G1,EMBC,SPBXM
1655,Tellurian Inc.,BBG000CS2ZS4,TELL,TELL
1656,ASX Ltd,BBG000HYNSF3,ASXFY,ASXFY
1657,Magenta Therapeutics,BBG00FB2NPZ0,MGTA,MGTA
1658,Iberdrola SA,BBG000BC49N1,IBE,madrid
1659,Newpark Resources,BBG000C2HWL9,NR,NR
1660,Магнитогорский металлургический комбинат,BBG004S68507,MAGN,TQBR
1661,Genomic Health Inc,BBG000BMCC26,GHDX,SPBXM
1662,Банк ВТБ,BBG004730ZJ9,VTBR,TQBR
1663,Ozon Holdings PLC,TCS1269L1044,US69269L1044,US69269L1044_RZB
1664,Xiaomi,BBG00LSL9WL3,XIACF,XIACF
1665,Lumen Technologies,BBG000BGLRN3,LUMN,SPBXM
1666,iBio,BBG000D5F2L9,IBIO,IBIO
1667,Korea Electric Power,US5006311063,US5006311063,SPBXM_OTC
1668,Pampa Energia SA,BBG000S7QCQ0,PAM,PAM
1669,Frontline Ltd,TCS000BTQNQ6,FROold,FROold
1670,Canadian Solar Inc,BBG000K1J931,CSIQ,nasdaq
1671,Blackstone,US09260D1072,US09260D1072,SPBXM_OTC
1672,American Well Corporation,BBG002R1JYY1,AMWL,AMWL
1673,Курганская генерирующая компания - привилегированные акции,BBG003LD1D92,KGKCP,TQBR
1674,Deutsche EuroShop AG,BBG000DRC225,DEQ,DEQ
1675,Dicerna Pharmaceuticals,BBG001J1DB23,DRNA,SPBXM
1676,Forum Energy Technologies,BBG000PDVKL1,FET,FET
1677,Loews,US5404241086,US5404241086,SPBXM_OTC
1678,Paratek Pharmaceuticals,BBG000R36RQ9,PRTK US,PRTK US
1679,Cooper-Standard Holdings Inc,US21676P1030,US21676P1030,SPBXM_OTC
1680,Embraer SA,BBG000BG3TV0,ERJ,ERJ
1681,Warner Music Group,BBG00RP2T9T6,WMG,SPBXM
1682,Conx Corp.,BBG00XS14F06,CONX,CONX
1683,Chesapeake Energy Corporation,BBG00Z6DX554,CHK US,CHK US
1684,UnitedHealth,US91324P1021,US91324P1021,SPBXM_OTC
1685,Magna International Inc.,CA5592224011,CA5592224011,SPBXM_OTC
1686,Brown-Forman,US1156372096,US1156372096,SPBXM_OTC
1687,Alibaba,US01609W1027,US01609W1027,SPBXM_OTC
1688,Olaplex Holdings,BBG012BV9SK0,OLPX,OLPX
1689,Deutsche Boerse AG,BBG000D54HT0,DB1@DE,SPBDE
1690,ГК Самолет,BBG00F6NKQX3,SMLT,TQBR
1691,China Eastern Airlines,BBG000BCFNR4,CEA,SPBXM
1692,Bridgebio Pharma,US10806X1028,US10806X1028,SPBXM_OTC
1693,Mattel,BBG000BNNYW1,MAT,SPBXM
1694,Sterling Check,BBG012BTZRJ0,STER,STER
1695,CONMED Corporation,BBG000BFZVH8,CNMD,SPBXM
1696,World Acceptance Corp,BBG000C3G9J2,WRLD,SPBXM
1697,Onconova Therapeutics,BBG000R338X6,ONTX,ONTX
1698,Sphere Entertainment Co.,US55826T1025,US55826T1025,SPBXM_OTC
1699,Vista Outdoor,BBG006F8QZK4,VSTO,SPBXM
1700,ArcBest Corporation,BBG000C1PFY5,ARCB,ARCB
1701,IGM Biosciences Inc,US4495851085,US4495851085,SPBXM_OTC
1702,Arcturus Therapeutics Holdings,BBG00NNW8JK1,ARCT,SPBXM
1703,Littelfuse,BBG000BGFGT8,LFUS,SPBXM
1704,АДР MYT Netherlands Parent,BBG00YB20ZW5,MYTE,MYTE
1705,Rexnord Corp,TCS000H8R0N8,RXN_old,SPBXM
1706,Cambrex Corp,BBG000C0XBT3,CBM,SPBXM
1707,Cassava Sciences,BBG000BK9YW3,SAVA,SPBXM
1708,Glencore PLC,BBG001VKX1Z1,GLNCY,GLNCY
1709,"Tri Pointe Homes, Inc.",BBG0016YQTR5,TPH,SPBXM
1710,Avient Corporation,BBG000C8NJ10,AVNT,SPBXM
1711,CONMED Corporation,US2074101013,US2074101013,SPBXM_OTC
1712,"South Jersey Industries, Inc",BBG000BT0T72,SJI,SPBXM
1713,The Estee Lauder Companies,BBG000FKJRC5,EL,SPBXM
1714,Advance Auto Parts,BBG000F7RCJ1,AAP,SPBXM
1715,KnowBe4,BBG00C4DL9L4,KNBE,SPBXM
1716,Brookfield Asset Management,BBG01BPHNXZ3,BAM,BAM
1717,"Tattooed Chef, Inc.",US87663X1028,US87663X1028,SPBXM_OTC
1718,Башнефть,BBG004S68758,BANE,TQBR
1719,Marriott International,US5719032022,US5719032022,SPBXM_OTC
1720,ГК Самолет,TCS00A0ZZG02,SMLT,SPEQ
1721,ICON plc,BBG000CTSZQ6,ICLR,SPBXM
1722,Burlington Stores Inc,US1220171060,US1220171060,SPBXM_OTC
1723,Twist Bioscience,BBG006KDCHJ4,TWST,SPBXM
1724,Graham Holdings Co,BBG000C3FGH9,GHC,SPBXM
1725,Eastman Kodak Co,BBG0057GTG80,KODK,KODK
1726,SPAC Pioneer Merger Corp,BBG00ZGXRF54,PACX,PACX
1727,Aon,BBG00SSQFPK6,AON,SPBXM
1728,Bruker Corp,US1167941087,US1167941087,SPBXM_OTC
1729,Trade Desk Inc/The,BBG00629NGT2,TTD,SPBXM
1730,Аэрофлот,BBG004S683W7,AFLT,TQBR
1731,American Outdoor Brands Inc,US02875D1090,US02875D1090,SPBXM_OTC
1732,Equifax,BBG000BHPL78,EFX,SPBXM
1733,AMERCO,BBG000BCFXT0,UHAL,UHAL
1734,China Petroleum & Chemical Cor,BBG000LW7T13,SNP,nyse
1735,"Energy Transfer Partners, L.P.",BBG000BZMWY7,ETP,SPBXM
1736,QuantumScape Corporation,BBG00VJ17DS2,QS,SPBXM
1737,Quanterix Corporation,BBG0027NWC69,QTRX,QTRX
1738,China Rapid Finance Ltd,BBG00GCTC8Y9,XRF,XRF
1739,Belden Inc,US0774541066,US0774541066,SPBXM_OTC
1740,Helios Technologies,BBG000HL4L03,HLIO,HLIO
1741,Eat Just,BBG00ZMG2YQ7,RLC4,RLC4
1742,Liberty Media Acquisition Corp,BBG00ZMHV5Z6,LMACA,LMACA
1743,Cleveland-Cliffs,US1858991011,US1858991011,SPBXM_OTC
1744,Aspira Womens Health,BBG000BTYP37,AWH,SPBXM
1745,Flowserve,US34354P1057,US34354P1057,SPBXM_OTC
1746,AlloVir,BBG00P80SH34,ALVR,ALVR
1747,Anta Sports Products,BBG000QWR4M8,2020,SPBHKEX
1748,MaxCyte,BBG00R1W85V4,MXCT,MXCT
1749,Valero Energy Corporation,US91913Y1001,US91913Y1001,SPBXM_OTC
1750,Philip Morris,TCS181721090,PM-RM,FQBR
1751,"WisdomTree Investments, Inc",BBG000KLDTJ2,WETF,WETF
1752,YY Inc,BBG007FJM2Z9,YYold,SPBXM
1753,McCormick & Co,BBG000G6Y5W4,MKC,SPBXM
1754,McKesson,BBG000DYGNW7,MCK,SPBXM
1755,"MoneyGram International, Inc.",BBG000Q02P20,MGI,MGI
1756,Rapid7 Inc,BBG009DFHWG6,RPD,SPBXM
1757,"Marqeta, Inc.",US57142B1044,US57142B1044,SPBXM_OTC
1758,Циан АДР,BBG012YQ6P43,CIAN,TQBR
1759,Nordea Bank Abp,BBG00LWMJDL7,NDA,NDA
1760,Trupanion Inc,BBG002BC7WC5,TRUP,SPBXM
1761,Inmode Ltd,IL0011595993,IL0011595993,SPBXM_OTC
1762,"Beazer Homes USA, Inc",BBG000BDLQJ7,BZH,BZH
1763,GoPro,US38268T1034,US38268T1034,SPBXM_OTC
1764,Vitesco Technologies Group AG,BBG00ZVC67K7,VTSC@DE,SPBDE
1765,Avery Dennison,US0536111091,US0536111091,SPBXM_OTC
1766,Aroundtown SA,BBG00B6S3511,AT1,AT1
1767,ADR Ascendis Pharma,BBG007R7VNC1,ASND,ASND
1768,Minerva Neurosciences Inc,BBG0067S9Z73,NERV,NERV
1769,ТГК-2,TCS00A0JNGS7,TGKB,SMAL
1770,Hornbach Holding AG & Co KGaA,BBG000BCKMM5,HBH,HBH
1771,GSK АДР,BBG000BLB481,GSK,GSK
1772,Digital Turbine Inc,US25400W1027,US25400W1027,SPBXM_OTC
1773,LG Display,US50186V1026,US50186V1026,SPBXM_OTC
1774,Mohawk Industries,BBG000FLZN98,MHK,SPBXM
1775,PhenomeX,BBG00HJ8K617,CELL,SPBXM
1776,AudioCodes Ltd.,BBG000BVW716,AUDC,AUDC
1777,ANI Pharmaceuticals Inc,US00182C1036,US00182C1036,SPBXM_OTC
1778,Mastercard,BBG000F1ZSQ2,MA,SPBXM
1779,GCL Technology,BBG000TRZNP2,3800,SPBHKEX
1780,Telefonica Brasil SA,BBG000BBTCW9,VIV,VIV
1781,Hepion Pharmaceuticals,BBG005Y0S0J9,HEPA,HEPA
1782,Raiffeisen Bank International AG,BBG000F4LJ27,RBI,vienna
1783,РУСАЛ,BBG008F2T3T2,RUAL,TQBR
1784,Enel SpA,BBG000BK43F5,ENEL,ENEL
1785,Brightsphere Investment Group Inc,BBG00P2HLNY3,BSIG,BSIG
1786,TCS Group,TCS1238U2033,US87238U2033,US87238U2033_RZB
1787,Geo Group REIT,BBG000GC0TZ3,GEO,GEO
1788,Aflac Incorporated,US0010551028,US0010551028,SPBXM_OTC
1789,PDC Energy,BBG000BR1KR2,PDCE,SPBXM
1790,AtriCure,BBG000BL6CB5,ATRC,SPBXM
1791,Freshworks,BBG0029KYGL5,FRSH,FRSH
1792,НКХП,BBG00BGKYH17,NKHP,TQBR
1793,Air Liquide S.A.,BBG000BLGLW1,AI_FP,AI_FP
1794,Smartsheet Inc,BBG00GQK3WB5,SMAR,SPBXM
1795,Global-E Online Ltd,BBG00ZKY1P71,GLBE,SPBXM
1796,ACM Research Inc,US00108J1097,US00108J1097,SPBXM_OTC
1797,Coherent Corp,BBG000BLW102,COHR,SPBXM
1798,Dynatrace Inc,BBG00PNN7C40,DT,SPBXM
1799,SBA Communications REIT,BBG000D2M0Z7,SBAC,SPBXM
1800,National Beverage Corp,US6350171061,US6350171061,SPBXM_OTC
1801,AbbVie,TCS0287Y1091,ABBV-RM,FQBR
1802,Fresenius Medical Care AG & Co,BBG000DHXTF1,FME@DE,SPBDE
1803,Saia Inc,US78709Y1055,US78709Y1055,SPBXM_OTC
1804,Selective Insurance Group,BBG000BSZ738,SIGI,SPBXM
1805,American States Water Co,BBG000F964B6,AWR,SPBXM
1806,"South Jersey Industries, Inc",US8385181081,US8385181081,SPBXM_OTC
1807,Check Cap,BBG0089RJVS4,CHEK,nasdaq
